Time - Fc (N),Amplitude - Fc (N)
25.802,0.203882
25.804,0.191152
25.806,0.175844
25.808,0.158167
25.81,0.13836
25.812,0.116691
25.814,0.093455
25.816,0.0689655
25.818,0.0435545
25.82,0.0175661
25.822,-0.00864794
25.824,-0.0347328
25.826,-0.0603355
25.828,-0.0851097
25.83,-0.10872
25.832,-0.130848
25.834,-0.151194
25.836,-0.169482
25.838,-0.185467
25.84,-0.198932
25.842,-0.209695
25.844,-0.217612
25.846,-0.222576
25.848,-0.224522
25.85,-0.223422
25.852,-0.219295
25.854,-0.212195
25.856,-0.202222
25.858,-0.18951
25.86,-0.174234
25.862,-0.156601
25.864,-0.136851
25.866,-0.115253
25.868,-0.0921014
25.87,-0.0677102
25.872,-0.0424111
25.874,-0.0165479
25.876,0.00952781
25.878,0.035462
25.88,0.0609023
25.882,0.0855033
25.884,0.108931
25.886,0.130868
25.888,0.151015
25.89,0.169101
25.892,0.184879
25.894,0.198135
25.896,0.208692
25.898,0.216405
25.9,0.221171
25.902,0.222925
25.904,0.221646
25.906,0.217351
25.908,0.2101
25.91,0.199993
25.912,0.187168
25.914,0.171801
25.916,0.154101
25.918,0.134311
25.92,0.1127
25.922,0.089565
25.924,0.0652202
25.926,0.0399982
25.928,0.0142429
25.93,-0.0116944
25.932,-0.0374601
25.934,-0.0627028
25.936,-0.0870786
25.938,-0.110255
25.94,-0.131917
25.942,-0.151769
25.944,-0.169541
25.946,-0.184992
25.948,-0.19791
25.95,-0.208121
25.952,-0.215486
25.954,-0.219905
25.956,-0.22132
25.958,-0.219711
25.96,-0.215102
25.962,-0.207558
25.964,-0.197181
25.966,-0.184114
25.968,-0.168538
25.97,-0.150665
25.972,-0.130742
25.974,-0.10904
25.976,-0.0858577
25.978,-0.0615123
25.98,-0.0363372
25.982,-0.010677
25.984,0.0151171
25.986,0.0406921
25.988,0.065698
25.99,0.0897929
25.992,0.112647
25.994,0.133948
25.996,0.153405
25.998,0.170752
26,0.185752
26.002,0.198201
26.004,0.207928
26.006,0.214801
26.008,0.218728
26.01,0.219655
26.012,0.217571
26.014,0.212505
26.016,0.204528
26.018,0.19375
26.02,0.180319
26.022,0.164422
26.024,0.146277
26.026,0.126134
26.028,0.104269
26.03,0.0809837
26.032,0.056598
26.034,0.031447
26.036,0.00587637
26.038,-0.0197627
26.04,-0.0451181
26.042,-0.0698415
26.044,-0.0935937
26.046,-0.116049
26.048,-0.136898
26.05,-0.155856
26.052,-0.172663
26.054,-0.187088
26.056,-0.198933
26.058,-0.208038
26.06,-0.214277
26.062,-0.217566
26.064,-0.217861
26.066,-0.215158
26.068,-0.209496
26.07,-0.200953
26.072,-0.189649
26.074,-0.175739
26.076,-0.159417
26.078,-0.140908
26.08,-0.120467
26.082,-0.0983762
26.084,-0.0749414
26.086,-0.0504855
26.088,-0.0253458
26.09,0.000131072
26.092,0.0255938
26.094,0.0506914
26.096,0.075078
26.098,0.0984176
26.1,0.120389
26.102,0.140689
26.104,0.159038
26.106,0.175185
26.108,0.188906
26.11,0.200015
26.112,0.208357
26.114,0.213819
26.116,0.216327
26.118,0.215846
26.12,0.212386
26.122,0.205993
26.124,0.196759
26.126,0.184811
26.128,0.170315
26.13,0.153473
26.132,0.134518
26.134,0.113712
26.136,0.0913454
26.138,0.0677264
26.14,0.0431824
26.142,0.0180532
26.144,-0.00731341
26.146,-0.0325665
26.148,-0.0573567
26.15,-0.0813411
26.152,-0.104188
26.154,-0.125582
26.156,-0.145227
26.158,-0.162851
26.16,-0.178212
26.162,-0.191098
26.164,-0.20133
26.166,-0.208769
26.168,-0.213311
26.17,-0.214896
26.172,-0.213502
26.174,-0.209149
26.176,-0.201899
26.178,-0.191854
26.18,-0.179154
26.182,-0.163975
26.184,-0.14653
26.186,-0.12706
26.188,-0.105838
26.19,-0.0831571
26.192,-0.0593337
26.194,-0.0346985
26.196,-0.0095938
26.198,0.0156317
26.2,0.0406278
26.202,0.0650474
26.204,0.0885515
26.206,0.110814
26.208,0.131526
26.21,0.150401
26.212,0.167176
26.214,0.18162
26.216,0.193532
26.218,0.202747
26.22,0.20914
26.222,0.212621
26.224,0.213143
26.226,0.2107
26.228,0.205328
26.23,0.197101
26.232,0.186136
26.234,0.172586
26.236,0.156641
26.238,0.138523
26.24,0.118485
26.242,0.0968079
26.244,0.073793
26.246,0.0497617
26.248,0.0250492
26.25,0
26.252,-0.0250368
26.254,-0.0497122
26.256,-0.0736825
26.258,-0.0966138
26.26,-0.118187
26.262,-0.138101
26.264,-0.15608
26.266,-0.171872
26.268,-0.18526
26.27,-0.196056
26.272,-0.204112
26.274,-0.209315
26.276,-0.211594
26.278,-0.210919
26.28,-0.207299
26.282,-0.200787
26.284,-0.191474
26.286,-0.179492
26.288,-0.165009
26.29,-0.148228
26.292,-0.129384
26.294,-0.108742
26.296,-0.0865904
26.298,-0.0632396
26.3,-0.0390164
26.302,-0.0142599
26.304,0.0106836
26.306,0.0354652
26.308,0.0597383
26.31,0.0831636
26.312,0.105414
26.314,0.126177
26.316,0.145165
26.318,0.162111
26.32,0.17678
26.322,0.188966
26.324,0.198501
26.326,0.20525
26.328,0.209122
26.33,0.210062
26.332,0.208059
26.334,0.203142
26.336,0.19538
26.338,0.184884
26.34,0.171802
26.342,0.156318
26.344,0.13865
26.346,0.119047
26.348,0.0977839
26.35,0.07516
26.352,0.0514932
26.354,0.0271158
26.356,0.00237025
26.358,-0.022396
26.36,-0.0468355
26.362,-0.070605
26.364,-0.0933713
26.366,-0.114815
26.368,-0.134635
26.37,-0.152554
26.372,-0.168322
26.374,-0.181716
26.376,-0.19255
26.378,-0.200673
26.38,-0.205971
26.382,-0.208371
26.384,-0.20784
26.386,-0.204387
26.388,-0.198062
26.39,-0.188954
26.392,-0.177193
26.394,-0.162945
26.396,-0.146412
26.398,-0.127826
26.4,-0.107451
26.402,-0.0855743
26.404,-0.0625037
26.406,-0.0385647
26.408,-0.0140949
26.41,0.0105609
26.412,0.0350553
26.414,0.0590435
26.416,0.0821875
26.418,0.104162
26.42,0.124656
26.422,0.143384
26.424,0.16008
26.426,0.174511
26.428,0.186474
26.43,0.195801
26.432,0.202361
26.434,0.206063
26.436,0.206857
26.438,0.204731
26.44,0.199717
26.442,0.191886
26.444,0.181351
26.446,0.168261
26.448,0.152802
26.45,0.135193
26.452,0.115684
26.454,0.0945502
26.456,0.0720918
26.458,0.0486263
26.46,0.0244858
26.462,1.16E-05
26.464,-0.0244502
26.466,-0.0485537
26.468,-0.0719583
26.47,-0.0943332
26.472,-0.115363
26.474,-0.134749
26.476,-0.15222
26.478,-0.167527
26.48,-0.180457
26.482,-0.190825
26.484,-0.198488
26.486,-0.203336
26.488,-0.205303
26.49,-0.204362
26.492,-0.200528
26.494,-0.193855
26.496,-0.184439
26.498,-0.172416
26.5,-0.157955
26.502,-0.141264
26.504,-0.122579
26.506,-0.102166
26.508,-0.0803149
26.51,-0.0573367
26.512,-0.0335573
26.514,-0.00931428
26.516,0.0150483
26.518,0.0391847
26.52,0.0627525
26.522,0.0854177
26.524,0.106859
26.526,0.126772
26.528,0.144875
26.53,0.160912
26.532,0.174655
26.534,0.185911
26.536,0.19452
26.538,0.200361
26.54,0.203353
26.542,0.203453
26.544,0.200663
26.546,0.195021
26.548,0.18661
26.55,0.17555
26.552,0.162
26.554,0.146153
26.556,0.128236
26.558,0.108504
26.56,0.0872385
26.562,0.0647429
26.564,0.0413378
26.566,0.0173565
26.568,-0.00685926
26.57,-0.0309647
26.572,-0.0546166
26.574,-0.0774783
26.576,-0.0992246
26.578,-0.119546
26.58,-0.138154
26.582,-0.154783
26.584,-0.169199
26.586,-0.181195
26.588,-0.190602
26.59,-0.197287
26.592,-0.201156
26.594,-0.202154
26.596,-0.200269
26.598,-0.195529
26.6,-0.188001
26.602,-0.177795
26.604,-0.165058
26.606,-0.149972
26.608,-0.132753
26.61,-0.113649
26.612,-0.0929317
26.614,-0.0708987
26.616,-0.0478648
26.618,-0.0241594
26.62,-0.000121482
26.622,0.0239055
26.624,0.0475781
26.626,0.0705584
26.628,0.092518
26.63,0.113144
26.632,0.132141
26.634,0.149239
26.636,0.164193
26.638,0.176792
26.64,0.186855
26.642,0.194239
26.644,0.198841
26.646,0.200595
26.648,0.199477
26.65,0.195505
26.652,0.188736
26.654,0.179269
26.656,0.16724
26.658,0.152822
26.66,0.136223
26.662,0.117681
26.664,0.0974634
26.666,0.07586
26.668,0.053181
26.67,0.0297519
26.672,0.00590884
26.674,-0.0180062
26.676,-0.0416503
26.678,-0.0646846
26.68,-0.0867788
26.682,-0.107616
26.684,-0.126899
26.686,-0.144351
26.688,-0.159722
26.69,-0.172792
26.692,-0.183376
26.694,-0.191321
26.696,-0.196515
26.698,-0.198884
26.7,-0.198396
26.702,-0.195059
26.704,-0.188921
26.706,-0.180073
26.708,-0.168642
26.71,-0.154793
26.712,-0.138727
26.714,-0.120676
26.716,-0.100899
26.718,-0.0796824
26.72,-0.0573312
26.722,-0.0341674
26.724,-0.0105246
26.726,0.0132569
26.728,0.0368348
26.73,0.0598699
26.732,0.082031
26.734,0.102999
26.736,0.122474
26.738,0.140174
26.74,0.155847
26.742,0.169266
26.744,0.180241
26.746,0.188613
26.748,0.194263
26.75,0.19711
26.752,0.197116
26.754,0.19428
26.756,0.188646
26.758,0.180295
26.76,0.169349
26.762,0.155966
26.764,0.140341
26.766,0.122701
26.768,0.1033
26.77,0.0824184
26.772,0.0603592
26.774,0.0374409
26.776,0.0139946
26.778,-0.00964094
26.78,-0.0331245
26.782,-0.0561169
26.784,-0.0782864
26.786,-0.0993131
26.788,-0.118894
26.79,-0.136746
26.792,-0.152612
26.794,-0.166265
26.796,-0.177506
26.798,-0.186176
26.8,-0.192149
26.802,-0.195341
26.804,-0.195706
26.806,-0.19324
26.808,-0.187981
26.81,-0.180005
26.812,-0.169428
26.814,-0.156406
26.816,-0.141127
26.818,-0.123813
26.82,-0.104717
26.822,-0.0841151
26.824,-0.0623063
26.826,-0.0396072
26.828,-0.0163467
26.83,0.00713775
26.832,0.0305059
26.834,0.0534193
26.836,0.0755459
26.838,0.0965653
26.84,0.116173
26.842,0.134086
26.844,0.150045
26.846,0.16382
26.848,0.17521
26.85,0.184053
26.852,0.190221
26.854,0.193625
26.856,0.194218
26.858,0.191992
26.86,0.18698
26.862,0.179256
26.864,0.168934
26.866,0.156164
26.868,0.141134
26.87,0.124062
26.872,0.105197
26.874,0.0848136
26.876,0.0632095
26.878,0.0406988
26.88,0.0176089
26.882,-0.00572412
26.884,-0.028961
26.886,-0.051764
26.888,-0.0738015
26.89,-0.0947534
26.892,-0.114315
26.894,-0.132203
26.896,-0.148158
26.898,-0.161948
26.9,-0.173373
26.902,-0.182268
26.904,-0.188504
26.906,-0.191993
26.908,-0.192684
26.91,-0.190568
26.912,-0.185678
26.914,-0.178085
26.916,-0.167903
26.918,-0.155279
26.92,-0.140399
26.922,-0.123481
26.924,-0.104773
26.926,-0.0845476
26.928,-0.0631006
26.93,-0.0407454
26.932,-0.0178085
26.934,0.00537549
26.936,0.0284681
26.938,0.0511323
26.94,0.0730378
26.942,0.093865
26.944,0.11331
26.946,0.131091
26.948,0.146947
26.95,0.160649
26.952,0.171997
26.954,0.180826
26.956,0.187009
26.958,0.190456
26.96,0.191118
26.962,0.188987
26.964,0.184095
26.966,0.176514
26.968,0.166357
26.97,0.153773
26.972,0.138948
26.974,0.122098
26.976,0.103472
26.978,0.0833433
26.98,0.062006
26.982,0.0397734
26.984,0.0169712
26.986,-0.00606657
26.988,-0.0290025
26.99,-0.0515009
26.992,-0.0732324
26.994,-0.0938792
26.996,-0.113139
26.998,-0.130731
27,-0.146398
27.002,-0.15991
27.004,-0.171071
27.006,-0.179719
27.008,-0.185727
27.01,-0.189009
27.012,-0.189518
27.014,-0.187248
27.016,-0.182232
27.018,-0.174546
27.02,-0.164304
27.022,-0.151657
27.024,-0.136791
27.026,-0.119927
27.028,-0.101311
27.03,-0.0812194
27.032,-0.0599464
27.034,-0.0378052
27.036,-0.0151214
27.038,0.00777155
27.04,0.0305373
27.042,0.0528415
27.044,0.0743565
27.046,0.0947666
27.048,0.113772
27.05,0.131094
27.052,0.14648
27.054,0.159702
27.056,0.170569
27.058,0.178921
27.06,0.184636
27.062,0.187631
27.064,0.187865
27.066,0.185333
27.068,0.180076
27.07,0.172171
27.072,0.161736
27.074,0.148926
27.076,0.13393
27.078,0.116971
27.08,0.098298
27.082,0.078188
27.084,0.0569377
27.086,0.0348606
27.088,0.0122825
27.09,-0.0104637
27.092,-0.0330426
27.094,-0.0551214
27.096,-0.0763747
27.098,-0.0964896
27.1,-0.11517
27.102,-0.132141
27.104,-0.147152
27.106,-0.159984
27.108,-0.170448
27.11,-0.17839
27.112,-0.183694
27.114,-0.186284
27.116,-0.186122
27.118,-0.183212
27.12,-0.177598
27.122,-0.169365
27.124,-0.158634
27.126,-0.145565
27.128,-0.130354
27.13,-0.113225
27.132,-0.0944324
27.134,-0.074255
27.136,-0.0529915
27.138,-0.0309568
27.14,-0.00847716
27.142,0.0141148
27.144,0.0364849
27.146,0.0583024
27.148,0.0792445
27.15,0.0990019
27.152,0.117283
27.154,0.133817
27.156,0.148361
27.158,0.1607
27.16,0.170652
27.162,0.178071
27.164,0.182849
27.166,0.184915
27.168,0.184241
27.17,0.180838
27.172,0.174756
27.174,0.166088
27.176,0.154964
27.178,0.141548
27.18,0.126042
27.182,0.108676
27.184,0.0897087
27.186,0.0694217
27.188,0.0481167
27.19,0.0261102
27.192,0.0037293
27.194,-0.0186939
27.196,-0.0408265
27.198,-0.0623401
27.2,-0.0829156
27.202,-0.102248
27.204,-0.120051
27.206,-0.13606
27.208,-0.150039
27.21,-0.16178
27.212,-0.171112
27.214,-0.177895
27.216,-0.18203
27.218,-0.183457
27.22,-0.182157
27.222,-0.178148
27.224,-0.171494
27.226,-0.162293
27.228,-0.150683
27.23,-0.136839
27.232,-0.120967
27.234,-0.103305
27.236,-0.084116
27.238,-0.0636864
27.24,-0.0423208
27.242,-0.0203379
27.244,0.0019349
27.246,0.0241657
27.248,0.0460234
27.25,0.0671827
27.252,0.0873287
27.254,0.106162
27.256,0.123402
27.258,0.138792
27.26,0.152105
27.262,0.163143
27.264,0.171742
27.266,0.177775
27.268,0.181154
27.27,0.181828
27.272,0.179791
27.274,0.175072
27.276,0.167744
27.278,0.157917
27.28,0.145739
27.282,0.131393
27.284,0.115094
27.286,0.0970871
27.288,0.0776407
27.29,0.0570465
27.292,0.0356125
27.294,0.0136593
27.296,-0.00848481
27.298,-0.030489
27.3,-0.0520244
27.302,-0.0727693
27.304,-0.0924142
27.306,-0.110666
27.308,-0.127252
27.31,-0.141925
27.312,-0.154467
27.314,-0.164691
27.316,-0.172445
27.318,-0.177615
27.32,-0.180123
27.322,-0.179935
27.324,-0.177054
27.326,-0.171523
27.328,-0.163429
27.33,-0.152892
27.332,-0.140072
27.334,-0.125162
27.336,-0.108386
27.338,-0.0899962
27.34,-0.0702692
27.342,-0.0495011
27.344,-0.0280036
27.346,-0.00609933
27.348,0.0158832
27.35,0.0376143
27.352,0.0587683
27.354,0.0790282
27.356,0.0980905
27.358,0.11567
27.36,0.131503
27.362,0.145354
27.364,0.157015
27.366,0.166313
27.368,0.173108
27.37,0.177301
27.372,0.178829
27.374,0.177671
27.376,0.173845
27.378,0.16741
27.38,0.158464
27.382,0.147143
27.384,0.133618
27.386,0.118093
27.388,0.100802
27.39,0.0820068
27.392,0.06199
27.394,0.0410532
27.396,0.0195119
27.398,-0.00230982
27.4,-0.0240835
27.402,-0.0454816
27.404,-0.0661824
27.406,-0.0858746
27.408,-0.104263
27.41,-0.12107
27.412,-0.136044
27.414,-0.148962
27.416,-0.159628
27.418,-0.167884
27.42,-0.173606
27.422,-0.176709
27.424,-0.177149
27.426,-0.174919
27.428,-0.170054
27.43,-0.16263
27.432,-0.152758
27.434,-0.14059
27.436,-0.12631
27.438,-0.110133
27.44,-0.0923058
27.442,-0.073097
27.444,-0.0527974
27.446,-0.0317136
27.448,-0.0101643
27.45,0.0115252
27.452,0.0330274
27.454,0.0540178
27.456,0.0741798
27.458,0.0932094
27.46,0.11082
27.462,0.126745
27.464,0.140747
27.466,0.152613
27.468,0.162167
27.47,0.169264
27.472,0.173799
27.474,0.175704
27.476,0.174951
27.478,0.171554
27.48,0.165566
27.482,0.157077
27.484,0.146217
27.486,0.133153
27.488,0.118082
27.49,0.101234
27.492,0.0828645
27.494,0.0632523
27.496,0.0426947
27.498,0.0215036
27.5,0
27.502,-0.0214902
27.504,-0.0426416
27.506,-0.0631341
27.508,-0.0826574
27.51,-0.100916
27.512,-0.117635
27.514,-0.13256
27.516,-0.145467
27.518,-0.156161
27.52,-0.164481
27.522,-0.170302
27.524,-0.173536
27.526,-0.174137
27.528,-0.172096
27.53,-0.167446
27.532,-0.160258
27.534,-0.150643
27.536,-0.138748
27.538,-0.124754
27.54,-0.108875
27.542,-0.0913532
27.544,-0.0724553
27.546,-0.0524689
27.548,-0.0316982
27.55,-0.0104589
27.552,0.0109259
27.554,0.0321313
27.556,0.0528351
27.558,0.072723
27.56,0.0914931
27.562,0.10886
27.564,0.124562
27.566,0.138359
27.568,0.150044
27.57,0.159439
27.572,0.166404
27.574,0.170832
27.576,0.172658
27.578,0.171855
27.58,0.168438
27.582,0.162458
27.584,0.15401
27.586,0.143221
27.588,0.130259
27.59,0.115321
27.592,0.0986363
27.594,0.0804594
27.596,0.0610681
27.598,0.0407586
27.6,0.0198408
27.602,-0.00136622
27.604,-0.0225389
27.606,-0.0433546
27.608,-0.0634961
27.61,-0.0826566
27.612,-0.100544
27.614,-0.116887
27.616,-0.131436
27.618,-0.143971
27.62,-0.154301
27.622,-0.162269
27.624,-0.167756
27.626,-0.170679
27.628,-0.170993
27.63,-0.168697
27.632,-0.163826
27.634,-0.156456
27.636,-0.146701
27.638,-0.134711
27.64,-0.120671
27.642,-0.104795
27.644,-0.0873279
27.646,-0.0685372
27.648,-0.0487108
27.65,-0.0281524
27.652,-0.00717655
27.654,0.0138956
27.656,0.0347418
27.658,0.0550431
27.66,0.0744894
27.662,0.0927835
27.664,0.109646
27.666,0.12482
27.668,0.138073
27.67,0.149204
27.672,0.158044
27.674,0.164458
27.676,0.168349
27.678,0.169659
27.68,0.168369
27.682,0.164501
27.684,0.158115
27.686,0.149309
27.688,0.138221
27.69,0.125022
27.692,0.109914
27.694,0.0931307
27.696,0.0749302
27.698,0.0555922
27.7,0.035414
27.702,0.0147056
27.704,-0.00621514
27.706,-0.027027
27.708,-0.0474106
27.71,-0.0670533
27.712,-0.0856541
27.714,-0.102928
27.716,-0.11861
27.718,-0.132461
27.72,-0.144268
27.722,-0.153852
27.724,-0.161066
27.726,-0.1658
27.728,-0.167984
27.73,-0.167585
27.732,-0.16461
27.734,-0.159107
27.736,-0.151161
27.738,-0.140896
27.74,-0.128471
27.742,-0.114078
27.744,-0.0979402
27.746,-0.0803058
27.748,-0.0614473
27.75,-0.0416556
27.752,-0.0212356
27.754,-0.000502113
27.756,0.0202256
27.758,0.0406284
27.76,0.0603922
27.762,0.0792131
27.764,0.0968017
27.766,0.112888
27.768,0.127224
27.77,0.139591
27.772,0.149798
27.774,0.15769
27.776,0.163146
27.778,0.166084
27.78,0.166459
27.782,0.164267
27.784,0.159543
27.786,0.152362
27.788,0.142835
27.79,0.13111
27.792,0.11737
27.794,0.101828
27.796,0.0847249
27.798,0.0663249
27.8,0.0469131
27.802,0.0267898
27.804,0.00626605
27.806,-0.014341
27.808,-0.0347129
27.81,-0.0545352
27.812,-0.0735018
27.814,-0.0913201
27.816,-0.107716
27.818,-0.122435
27.82,-0.135253
27.822,-0.145971
27.824,-0.154424
27.826,-0.160485
27.828,-0.164059
27.83,-0.165093
27.832,-0.163573
27.834,-0.159523
27.836,-0.153007
27.838,-0.144128
27.84,-0.133023
27.842,-0.119867
27.844,-0.104864
27.846,-0.0882475
27.848,-0.0702751
27.85,-0.0512263
27.852,-0.0313967
27.854,-0.0110939
27.856,0.00936728
27.858,0.0296697
27.86,0.0494988
27.862,0.0685474
27.864,0.0865208
27.866,0.103141
27.868,0.11815
27.87,0.131318
27.872,0.14244
27.874,0.151345
27.876,0.157896
27.878,0.161993
27.88,0.163573
27.882,0.162614
27.884,0.159131
27.886,0.15318
27.888,0.144856
27.89,0.134287
27.892,0.12164
27.894,0.107112
27.896,0.0909307
27.898,0.0733471
27.9,0.0546357
27.902,0.0350879
27.904,0.0150078
27.906,-0.00529197
27.908,-0.0254959
27.91,-0.0452897
27.912,-0.0643661
27.914,-0.0824286
27.916,-0.0991968
27.918,-0.114411
27.92,-0.127834
27.922,-0.13926
27.924,-0.148511
27.926,-0.155444
27.928,-0.159953
27.93,-0.161968
27.932,-0.161461
27.934,-0.15844
27.936,-0.152953
27.938,-0.145087
27.94,-0.134967
27.942,-0.122751
27.944,-0.108631
27.946,-0.0928272
27.948,-0.0755874
27.95,-0.0571811
27.952,-0.0378959
27.954,-0.0180329
27.956,0.00209786
27.958,0.0221822
27.96,0.0419068
27.962,0.0609643
27.964,0.0790578
27.966,0.0959052
27.968,0.111245
27.97,0.124837
27.972,0.136472
27.974,0.145968
27.976,0.153179
27.978,0.157993
27.98,0.160335
27.982,0.160172
27.984,0.157507
27.986,0.152383
27.988,0.144882
27.99,0.135121
27.992,0.123255
27.994,0.10947
27.996,0.0939838
27.998,0.0770384
28,0.0588999
28.002,0.0398527
28.004,0.0201952
28.006,0.000235219
28.008,-0.0197147
28.01,-0.0393425
28.012,-0.058341
28.014,-0.0764133
28.016,-0.0932771
28.018,-0.108669
28.02,-0.122349
28.022,-0.134103
28.024,-0.143749
28.026,-0.151137
28.028,-0.156151
28.03,-0.158716
28.032,-0.158792
28.034,-0.15638
28.036,-0.151518
28.038,-0.144284
28.04,-0.134793
28.042,-0.123195
28.044,-0.109673
28.046,-0.0944409
28.048,-0.0777376
28.05,-0.0598263
28.052,-0.0409887
28.054,-0.021521
28.056,-0.00172909
28.058,0.0180763
28.06,0.0375841
28.062,0.0564883
28.064,0.0744924
28.066,0.0913142
28.068,0.10669
28.07,0.120379
