Time - Fc (N,Amplitude - Fc (N
8.696,0.630082
8.698,0.653426
8.7,0.674099
8.702,0.692016
8.704,0.707103
8.706,0.719298
8.708,0.728552
8.71,0.734825
8.712,0.738093
8.714,0.73834
8.716,0.735566
8.718,0.729782
8.72,0.721011
8.722,0.709289
8.724,0.694663
8.726,0.677193
8.728,0.65695
8.73,0.634016
8.732,0.608486
8.734,0.580464
8.736,0.550063
8.738,0.51741
8.74,0.482636
8.742,0.445886
8.744,0.407308
8.746,0.367062
8.748,0.325312
8.75,0.282229
8.752,0.237991
8.754,0.192778
8.756,0.146777
8.758,0.100175
8.76,0.0531658
8.762,0.00594097
8.764,-0.041305
8.766,-0.088378
8.768,-0.135084
8.77,-0.181232
8.772,-0.226631
8.774,-0.271094
8.776,-0.314439
8.778,-0.356486
8.78,-0.397063
8.782,-0.436002
8.784,-0.473144
8.786,-0.508333
8.788,-0.541426
8.79,-0.572286
8.792,-0.600786
8.794,-0.626806
8.796,-0.650241
8.798,-0.670993
8.8,-0.688976
8.802,-0.704116
8.804,-0.716349
8.806,-0.725626
8.808,-0.731906
8.81,-0.735165
8.812,-0.735389
8.814,-0.732575
8.816,-0.726735
8.818,-0.717894
8.82,-0.706086
8.822,-0.691362
8.824,-0.67378
8.826,-0.653414
8.828,-0.630348
8.83,-0.604676
8.832,-0.576504
8.834,-0.545949
8.836,-0.513137
8.838,-0.478203
8.84,-0.441292
8.842,-0.402556
8.844,-0.362156
8.846,-0.320259
8.848,-0.277038
8.85,-0.232671
8.852,-0.187344
8.854,-0.141243
8.856,-0.0945595
8.858,-0.0474873
8.86,-0.000221429
8.862,0.047042
8.864,0.094107
8.866,0.140778
8.868,0.186862
8.87,0.232166
8.872,0.276504
8.874,0.319689
8.876,0.361544
8.878,0.401894
8.88,0.440571
8.882,0.477415
8.884,0.512271
8.886,0.544995
8.888,0.57545
8.89,0.603509
8.892,0.629056
8.894,0.651984
8.896,0.672197
8.898,0.68961
8.9,0.704152
8.902,0.71576
8.904,0.724386
8.906,0.729995
8.908,0.732562
8.91,0.732075
8.912,0.728538
8.914,0.721964
8.916,0.712381
8.918,0.699827
8.92,0.684355
8.922,0.666029
8.924,0.644926
8.926,0.621133
8.928,0.594748
8.93,0.565883
8.932,0.534657
8.934,0.5012
8.936,0.465652
8.938,0.42816
8.94,0.388883
8.942,0.347982
8.944,0.30563
8.946,0.262004
8.948,0.217284
8.95,0.171659
8.952,0.125319
8.954,0.078458
8.956,0.0312719
8.958,-0.0160417
8.96,-0.0632848
8.962,-0.11026
8.964,-0.156769
8.966,-0.202619
8.968,-0.247616
8.97,-0.291573
8.972,-0.334304
8.974,-0.375631
8.976,-0.415381
8.978,-0.453385
8.98,-0.489485
8.982,-0.523529
8.984,-0.555374
8.986,-0.584886
8.988,-0.611941
8.99,-0.636425
8.992,-0.658234
8.994,-0.677278
8.996,-0.693475
8.998,-0.706758
9,-0.71707
9.002,-0.724367
9.004,-0.728619
9.006,-0.729807
9.008,-0.727925
9.01,-0.722983
9.012,-0.714999
9.014,-0.704007
9.016,-0.690053
9.018,-0.673196
9.02,-0.653506
9.022,-0.631065
9.024,-0.605969
9.026,-0.578321
9.028,-0.548239
9.03,-0.515849
9.032,-0.481288
9.034,-0.4447
9.036,-0.406239
9.038,-0.366068
9.04,-0.324356
9.042,-0.281279
9.044,-0.237018
9.046,-0.19176
9.048,-0.145696
9.05,-0.09902
9.052,-0.0519293
9.054,-0.00462265
9.056,0.0427001
9.058,0.089839
9.06,0.136595
9.062,0.18277
9.064,0.228169
9.066,0.272601
9.068,0.315876
9.07,0.357812
9.072,0.398232
9.074,0.436963
9.076,0.473843
9.078,0.508714
9.08,0.541429
9.082,0.57185
9.084,0.599846
9.086,0.625299
9.088,0.648102
9.09,0.668156
9.092,0.685378
9.094,0.699692
9.096,0.711039
9.098,0.719371
9.1,0.72465
9.102,0.726855
9.104,0.725976
9.106,0.722016
9.108,0.714992
9.11,0.704933
9.112,0.691882
9.114,0.675893
9.116,0.657035
9.118,0.635387
9.12,0.61104
9.122,0.584098
9.124,0.554675
9.126,0.522897
9.128,0.488897
9.13,0.45282
9.132,0.414819
9.134,0.375057
9.136,0.333701
9.138,0.290928
9.14,0.24692
9.142,0.201863
9.144,0.15595
9.146,0.109377
9.148,0.0623403
9.15,0.0150418
9.152,-0.0323173
9.154,-0.0795353
9.156,-0.126411
9.158,-0.172744
9.16,-0.218336
9.162,-0.262995
9.164,-0.306527
9.166,-0.348749
9.168,-0.389479
9.17,-0.428543
9.172,-0.465775
9.174,-0.501015
9.176,-0.534112
9.178,-0.564926
9.18,-0.593323
9.182,-0.619183
9.184,-0.642394
9.186,-0.662857
9.188,-0.680484
9.19,-0.695199
9.192,-0.70694
9.194,-0.715656
9.196,-0.721308
9.198,-0.723873
9.2,-0.723339
9.202,-0.719708
9.204,-0.712996
9.206,-0.70323
9.208,-0.690453
9.21,-0.674718
9.212,-0.656092
9.214,-0.634656
9.216,-0.610501
9.218,-0.58373
9.22,-0.554458
9.222,-0.522809
9.224,-0.48892
9.226,-0.452935
9.228,-0.41501
9.23,-0.375305
9.232,-0.333993
9.234,-0.291249
9.236,-0.247257
9.238,-0.202207
9.24,-0.156291
9.242,-0.109707
9.244,-0.0626545
9.246,-0.0153365
9.248,0.0320439
9.25,0.079283
9.252,0.126178
9.254,0.172526
9.256,0.218128
9.258,0.262789
9.26,0.306315
9.262,0.348519
9.264,0.389219
9.266,0.42824
9.268,0.465413
9.27,0.500578
9.272,0.533584
9.274,0.564288
9.276,0.592556
9.278,0.618268
9.28,0.641312
9.282,0.661588
9.284,0.679009
9.286,0.693498
9.288,0.704994
9.29,0.713446
9.292,0.718817
9.294,0.721085
9.296,0.720238
9.298,0.71628
9.3,0.709228
9.302,0.699111
9.304,0.685975
9.306,0.669874
9.308,0.650878
9.31,0.629069
9.312,0.604541
9.314,0.577399
9.316,0.547762
9.318,0.515757
9.32,0.481521
9.322,0.445204
9.324,0.406962
9.326,0.36696
9.328,0.325372
9.33,0.282378
9.332,0.238163
9.334,0.192919
9.336,0.146843
9.338,0.100134
9.34,0.0529935
9.342,0.00562708
9.344,-0.0417602
9.346,-0.0889627
9.348,-0.135776
9.35,-0.181996
9.352,-0.227422
9.354,-0.271858
9.356,-0.31511
9.358,-0.35699
9.36,-0.397316
9.362,-0.435913
9.364,-0.472613
9.366,-0.507256
9.368,-0.539691
9.37,-0.569777
9.372,-0.597382
9.374,-0.622388
9.376,-0.644684
9.378,-0.664173
9.38,-0.68077
9.382,-0.694403
9.384,-0.705011
9.386,-0.712549
9.388,-0.716983
9.39,-0.718294
9.392,-0.716475
9.394,-0.711534
9.396,-0.703493
9.398,-0.692385
9.4,-0.67826
9.402,-0.661178
9.404,-0.641213
9.406,-0.618453
9.408,-0.592996
9.41,-0.564954
9.412,-0.534448
9.414,-0.50161
9.416,-0.466586
9.418,-0.429526
9.42,-0.390593
9.422,-0.349957
9.424,-0.307794
9.426,-0.26429
9.428,-0.219633
9.43,-0.17402
9.432,-0.12765
9.434,-0.0807245
9.436,-0.0334497
9.438,0.0139678
9.44,0.0613206
9.442,0.108401
9.444,0.155004
9.446,0.200925
9.448,0.245962
9.45,0.289918
9.452,0.332601
9.454,0.373824
9.456,0.413405
9.458,0.451171
9.46,0.486956
9.462,0.520604
9.464,0.551966
9.466,0.580904
9.468,0.607292
9.47,0.631013
9.472,0.651963
9.474,0.67005
9.476,0.685193
9.478,0.697327
9.48,0.706397
9.482,0.712364
9.484,0.7152
9.486,0.714894
9.488,0.711446
9.49,0.70487
9.492,0.695196
9.494,0.682466
9.496,0.666735
9.498,0.648072
9.5,0.626559
9.502,0.602291
9.504,0.575374
9.506,0.545925
9.508,0.514076
9.51,0.479965
9.512,0.443742
9.514,0.405568
9.516,0.365609
9.518,0.324043
9.52,0.281051
9.522,0.236823
9.524,0.191555
9.526,0.145445
9.528,0.0986973
9.53,0.0515178
9.532,0.00411459
9.534,-0.0433031
9.536,-0.0905259
9.538,-0.137345
9.54,-0.183555
9.542,-0.22895
9.544,-0.27333
9.546,-0.316499
9.548,-0.358267
9.55,-0.398447
9.552,-0.436863
9.554,-0.473345
9.556,-0.50773
9.558,-0.539867
9.56,-0.569613
9.562,-0.596837
9.564,-0.621417
9.566,-0.643245
9.568,-0.662223
9.57,-0.678268
9.572,-0.691308
9.574,-0.701284
9.576,-0.708153
9.578,-0.711884
9.58,-0.712459
9.582,-0.709876
9.584,-0.704146
9.586,-0.695294
9.588,-0.68336
9.59,-0.668394
9.592,-0.650465
9.594,-0.629651
9.596,-0.606043
9.598,-0.579747
9.6,-0.55088
9.602,-0.519568
9.604,-0.485951
9.606,-0.450178
9.608,-0.412408
9.61,-0.372807
9.612,-0.331553
9.614,-0.288828
9.616,-0.244823
9.618,-0.199732
9.62,-0.153756
9.622,-0.1071
9.624,-0.0599706
9.626,-0.0125783
9.628,0.0348663
9.63,0.082152
9.632,0.129068
9.634,0.175406
9.636,0.220958
9.638,0.265523
9.64,0.308901
9.642,0.350899
9.644,0.39133
9.646,0.430012
9.648,0.466774
9.65,0.501451
9.652,0.533889
9.654,0.563942
9.656,0.591477
9.658,0.616369
9.66,0.638508
9.662,0.657794
9.664,0.674141
9.666,0.687476
9.668,0.697739
9.67,0.704883
9.672,0.708877
9.674,0.709702
9.676,0.707355
9.678,0.701845
9.68,0.693196
9.682,0.681448
9.684,0.666652
9.686,0.648874
9.688,0.628194
9.69,0.604703
9.692,0.578507
9.694,0.549723
9.696,0.518479
9.698,0.484916
9.7,0.449182
9.702,0.411438
9.704,0.371854
9.706,0.330606
9.708,0.287879
9.71,0.243864
9.712,0.198759
9.714,0.152766
9.716,0.106091
9.718,0.0589443
9.72,0.0115365
9.722,-0.0359193
9.724,-0.0832101
9.726,-0.130124
9.728,-0.176449
9.73,-0.221978
9.732,-0.266505
9.734,-0.309832
9.736,-0.351763
9.738,-0.392109
9.74,-0.430688
9.742,-0.467328
9.744,-0.501863
9.746,-0.534137
9.748,-0.564006
9.75,-0.591334
9.752,-0.615998
9.754,-0.637886
9.756,-0.656901
9.758,-0.672956
9.76,-0.685979
9.762,-0.695909
9.764,-0.702704
9.766,-0.706331
9.768,-0.706773
9.77,-0.704029
9.772,-0.698111
9.774,-0.689045
9.776,-0.676871
9.778,-0.661645
9.78,-0.643434
9.782,-0.62232
9.784,-0.598399
9.786,-0.571778
9.788,-0.542578
9.79,-0.510929
9.792,-0.476974
9.794,-0.440868
9.796,-0.402772
9.798,-0.362858
9.8,-0.321308
9.802,-0.278308
9.804,-0.234053
9.806,-0.188742
9.808,-0.142582
9.81,-0.0957803
9.812,-0.0485489
9.814,-0.00110158
9.816,0.0463469
9.818,0.0935818
9.82,0.140389
9.822,0.186557
9.824,0.231875
9.826,0.27614
9.828,0.319149
9.83,0.360708
9.832,0.400629
9.834,0.43873
9.836,0.474838
9.838,0.508789
9.84,0.540429
9.842,0.569614
9.844,0.596212
9.846,0.620102
9.848,0.641174
9.85,0.659333
9.852,0.674496
9.854,0.686594
9.856,0.695571
9.858,0.701387
9.86,0.704015
9.862,0.703442
9.864,0.699672
9.866,0.692719
9.868,0.682617
9.87,0.66941
9.872,0.653159
9.874,0.633937
9.876,0.611831
9.878,0.586942
9.88,0.559382
9.882,0.529277
9.884,0.496764
9.886,0.46199
9.888,0.425115
9.89,0.386305
9.892,0.345738
9.894,0.303597
9.896,0.260076
9.898,0.215372
9.9,0.16969
9.902,0.123237
9.904,0.0762261
9.906,0.0288708
9.908,-0.0186125
9.91,-0.0660068
9.912,-0.113096
9.914,-0.159665
9.916,-0.2055
9.918,-0.250393
9.92,-0.294139
9.922,-0.336536
9.924,-0.377392
9.926,-0.416519
9.928,-0.453738
9.93,-0.488879
9.932,-0.521781
9.934,-0.552293
9.936,-0.580275
9.938,-0.6056
9.94,-0.62815
9.942,-0.647822
9.944,-0.664526
9.946,-0.678186
9.948,-0.688738
9.95,-0.696133
9.952,-0.700338
9.954,-0.701332
9.956,-0.699112
9.958,-0.693687
9.96,-0.685081
9.962,-0.673333
9.964,-0.658498
9.966,-0.640643
9.968,-0.619849
9.97,-0.596212
9.972,-0.56984
9.974,-0.540854
9.976,-0.509387
9.978,-0.475582
9.98,-0.439596
9.982,-0.401593
9.984,-0.361747
9.986,-0.320242
9.988,-0.277269
9.99,-0.233024
9.992,-0.187711
9.994,-0.141538
9.996,-0.0947183
9.998,-0.0474664
10,0
10.002,0.0474625
10.004,0.0947025
10.006,0.141503
10.008,0.187647
10.01,0.232924
10.012,0.277123
10.014,0.320042
10.016,0.361483
10.018,0.401254
10.02,0.439172
10.022,0.475061
10.024,0.508757
10.026,0.540103
10.028,0.568955
10.03,0.595179
10.032,0.618654
10.034,0.639272
10.036,0.656937
10.038,0.671566
10.04,0.683093
10.042,0.691464
10.044,0.696639
10.046,0.698595
10.048,0.697322
10.05,0.692826
10.052,0.685127
10.054,0.674261
10.056,0.660277
10.058,0.64324
10.06,0.623228
10.062,0.600334
10.064,0.574664
10.066,0.546335
10.068,0.51548
10.07,0.48224
10.072,0.446769
10.074,0.409232
10.076,0.369802
10.078,0.328662
10.08,0.286001
10.082,0.242019
10.084,0.196918
10.086,0.150908
10.088,0.104201
10.09,0.0570154
10.092,0.00956896
10.094,-0.0379179
10.096,-0.0852248
10.098,-0.132132
10.1,-0.178422
10.102,-0.223879
10.104,-0.268293
10.106,-0.311457
10.108,-0.35317
10.11,-0.393238
10.112,-0.431476
10.114,-0.467704
10.116,-0.501754
10.118,-0.533469
10.12,-0.562699
10.122,-0.589309
10.124,-0.613175
10.126,-0.634186
10.128,-0.652243
10.13,-0.667262
10.132,-0.679173
10.134,-0.68792
10.136,-0.693462
10.138,-0.695773
10.14,-0.694842
10.142,-0.690673
10.144,-0.683285
10.146,-0.672712
10.148,-0.659004
10.15,-0.642223
10.152,-0.622448
10.154,-0.599771
10.156,-0.574298
10.158,-0.546146
10.16,-0.515448
10.162,-0.482346
10.164,-0.446994
10.166,-0.409558
10.168,-0.370212
10.17,-0.32914
10.172,-0.286533
10.174,-0.242591
10.176,-0.197518
10.178,-0.151527
10.18,-0.10483
10.182,-0.057647
10.184,-0.0101985
10.186,0.0372938
10.188,0.0846075
10.19,0.131521
10.192,0.177815
10.194,0.223273
10.196,0.267681
10.198,0.310832
10.2,0.352524
10.202,0.39256
10.204,0.430753
10.206,0.466925
10.208,0.500904
10.21,0.532533
10.212,0.561661
10.214,0.588153
10.216,0.611884
10.218,0.632742
10.22,0.650629
10.222,0.665461
10.224,0.677169
10.226,0.685696
10.228,0.691002
10.23,0.693063
10.232,0.691868
10.234,0.687422
10.236,0.679747
10.238,0.668877
10.24,0.654865
10.242,0.637775
10.244,0.617687
10.246,0.594696
10.248,0.568909
10.25,0.540448
10.252,0.509446
10.254,0.47605
10.256,0.440415
10.258,0.40271
10.26,0.363111
10.262,0.321806
10.264,0.278989
10.266,0.23486
10.268,0.189629
10.27,0.143508
10.272,0.0967147
10.274,0.0494691
10.276,0.00199438
10.278,-0.0454857
10.28,-0.0927471
10.282,-0.139567
10.284,-0.185724
10.286,-0.231001
10.288,-0.275183
10.29,-0.318062
10.292,-0.359436
10.294,-0.399109
10.296,-0.436892
10.298,-0.472609
10.3,-0.506089
10.302,-0.537174
10.304,-0.565717
10.306,-0.591583
10.308,-0.614649
10.31,-0.634807
10.312,-0.651959
10.314,-0.666026
10.316,-0.676939
10.318,-0.684648
10.32,-0.689115
10.322,-0.690319
10.324,-0.688254
10.326,-0.682929
10.328,-0.67437
10.33,-0.662616
10.332,-0.647724
10.334,-0.629762
10.336,-0.608817
10.338,-0.584988
10.34,-0.558386
10.342,-0.529138
10.344,-0.497383
10.346,-0.46327
10.348,-0.426962
10.35,-0.388631
10.352,-0.348458
10.354,-0.306634
10.356,-0.263358
10.358,-0.218834
10.36,-0.173275
10.362,-0.126897
10.364,-0.0799197
10.366,-0.0325666
10.368,0.0149372
10.37,0.0623659
10.372,0.109494
10.374,0.156097
10.376,0.201954
10.378,0.246845
10.38,0.290558
10.382,0.332885
10.384,0.373623
10.386,0.412578
10.388,0.449566
10.39,0.484409
10.392,0.516941
10.394,0.547008
10.396,0.574465
10.398,0.599182
10.4,0.621041
10.402,0.639936
10.404,0.655778
10.406,0.668492
10.408,0.678015
10.41,0.684302
10.412,0.687323
10.414,0.687064
10.416,0.683525
10.418,0.676722
10.42,0.666689
10.422,0.653472
10.424,0.637135
10.426,0.617755
10.428,0.595424
10.43,0.57025
10.432,0.542352
10.434,0.511863
10.436,0.47893
10.438,0.443708
10.44,0.406367
10.442,0.367085
10.444,0.32605
10.446,0.283458
10.448,0.239513
10.45,0.194425
10.452,0.14841
10.454,0.101688
10.456,0.0544829
10.458,0.00702103
10.46,-0.0404703
10.462,-0.0877635
10.464,-0.134632
10.466,-0.180851
10.468,-0.226198
10.47,-0.270456
10.472,-0.313414
10.474,-0.354863
10.476,-0.394607
10.478,-0.432452
10.48,-0.468219
10.482,-0.501734
10.484,-0.532837
10.486,-0.561379
10.488,-0.587221
10.49,-0.610239
10.492,-0.630323
10.494,-0.647375
10.496,-0.661315
10.498,-0.672073
10.5,-0.679599
10.502,-0.683855
10.504,-0.684821
10.506,-0.682493
10.508,-0.67688
10.51,-0.668011
10.512,-0.655926
10.514,-0.640685
10.516,-0.622359
10.518,-0.601038
10.52,-0.576823
10.522,-0.549832
10.524,-0.520193
10.526,-0.48805
10.528,-0.453557
10.53,-0.416881
10.532,-0.378197
10.534,-0.337693
10.536,-0.295564
10.538,-0.252012
10.54,-0.207248
10.542,-0.161488
10.544,-0.114952
10.546,-0.067866
10.548,-0.020456
10.55,0.0270486
10.552,0.0744184
10.554,0.121424
10.556,0.167839
10.558,0.213439
10.56,0.258003
10.562,0.301316
10.564,0.343167
10.566,0.383356
10.568,0.421686
10.57,0.457973
10.572,0.492041
10.574,0.523724
10.576,0.552869
10.578,0.579335
10.58,0.602993
10.582,0.623729
10.584,0.641442
10.586,0.656046
10.588,0.667469
10.59,0.675656
10.592,0.680568
10.594,0.68218
10.596,0.680484
10.598,0.675488
10.6,0.667215
10.602,0.655707
10.604,0.641018
10.606,0.623219
10.608,0.602396
10.61,0.578651
10.612,0.552099
10.614,0.522867
10.616,0.491099
10.618,0.456947
10.62,0.420579
10.622,0.382169
10.624,0.341905
10.626,0.299983
10.628,0.256606
10.63,0.211985
10.632,0.166337
10.634,0.119883
10.636,0.0728509
10.638,0.0254682
10.64,-0.0220343
10.642,-0.0694252
10.644,-0.116474
10.646,-0.162951
10.648,-0.20863
10.65,-0.253289
10.652,-0.29671
10.654,-0.338681
10.656,-0.378997
10.658,-0.417462
10.66,-0.453888
10.662,-0.488097
10.664,-0.519923
10.666,-0.549209
10.668,-0.575813
10.67,-0.599604
10.672,-0.620467
10.674,-0.638299
10.676,-0.653013
10.678,-0.664536
10.68,-0.672813
10.682,-0.677802
10.684,-0.679479
10.686,-0.677836
10.688,-0.672879
10.69,-0.664634
10.692,-0.65314
10.694,-0.638453
10.696,-0.620644
10.698,-0.599801
10.7,-0.576026
10.702,-0.549433
10.704,-0.520154
10.706,-0.488332
10.708,-0.454121
10.71,-0.41769
10.712,-0.379216
10.714,-0.338888
10.716,-0.296903
10.718,-0.253468
10.72,-0.208794
10.722,-0.1631
10.724,-0.116611
10.726,-0.0695548
10.728,-0.0221615
10.73,0.0253363
10.732,0.0727055
10.734,0.119714
10.736,0.16613
10.738,0.211726
10.74,0.256279
10.742,0.29957
10.744,0.341385
10.746,0.381519
10.748,0.419776
10.75,0.455966
10.752,0.489912
10.754,0.521447
10.756,0.550415
10.758,0.576674
10.76,0.600095
10.762,0.620562
10.764,0.637974
10.766,0.652245
10.768,0.663305
10.77,0.671099
10.772,0.675588
10.774,0.67675
10.776,0.67458
10.778,0.669087
10.78,0.660298
10.782,0.648256
10.784,0.633021
10.786,0.614667
10.788,0.593285
10.79,0.568979
10.792,0.54187
10.794,0.51209
10.796,0.479786
10.798,0.445119
10.8,0.408258
10.802,0.369385
10.804,0.328692
10.806,0.28638
10.808,0.242658
10.81,0.197741
10.812,0.151852
10.814,0.105216
10.816,0.0580652
10.818,0.0106314
10.82,-0.0368506
10.822,-0.0841461
10.824,-0.131021
10.826,-0.177244
10.828,-0.222585
10.83,-0.266822
10.832,-0.309733
10.834,-0.351108
10.836,-0.390741
10.838,-0.428436
10.84,-0.464005
10.842,-0.497274
10.844,-0.528075
10.846,-0.556258
10.848,-0.581682
10.85,-0.60422
10.852,-0.623762
10.854,-0.640209
10.856,-0.65348
10.858,-0.663508
10.86,-0.670245
10.862,-0.673655
10.864,-0.673723
10.866,-0.670447
10.868,-0.663843
10.87,-0.653945
10.872,-0.6408
10.874,-0.624473
10.876,-0.605047
10.878,-0.582616
10.88,-0.557293
10.882,-0.529202
10.884,-0.498483
10.886,-0.465289
10.888,-0.429785
10.89,-0.392147
10.892,-0.352561
10.894,-0.311226
10.896,-0.268345
10.898,-0.224133
10.9,-0.17881
10.902,-0.132601
10.904,-0.0857353
10.906,-0.0384475
10.908,0.00902741
10.91,0.0564529
10.912,0.103593
10.914,0.150212
10.916,0.196078
10.918,0.240963
10.92,0.284642
10.922,0.326897
10.924,0.367518
10.926,0.406302
10.928,0.443055
10.93,0.477594
10.932,0.509746
10.934,0.53935
10.936,0.566259
10.938,0.590337
10.94,0.611465
10.942,0.629537
10.944,0.644461
10.946,0.656164
10.948,0.664587
10.95,0.669686
10.952,0.671437
10.954,0.669831
10.956,0.664874
10.958,0.656593
10.96,0.645027
10.962,0.630235
10.964,0.61229
10.966,0.591282
10.968,0.567316
10.97,0.540511
10.972,0.511002
10.974,0.478936
10.976,0.444474
10.978,0.407788
10.98,0.369062
10.982,0.328489
10.984,0.286274
10.986,0.242627
10.988,0.197768
10.99,0.151921
10.992,0.105316
10.994,0.0581868
10.996,0.0107703
10.998,-0.0366958
11,-0.0839733
11.002,-0.130825
11.004,-0.177015
11.006,-0.222311
11.008,-0.266487
11.01,-0.309319
11.012,-0.350593
11.014,-0.390102
11.016,-0.427645
11.018,-0.463035
11.02,-0.496093
11.022,-0.526653
11.024,-0.554561
11.026,-0.579676
11.028,-0.601872
11.03,-0.621037
11.032,-0.637073
11.034,-0.649901
11.036,-0.659456
11.038,-0.665688
11.04,-0.668566
11.042,-0.668076
11.044,-0.66422
11.046,-0.657017
11.048,-0.646502
11.05,-0.63273
11.052,-0.615768
11.054,-0.595703
11.056,-0.572634
11.058,-0.54668
11.06,-0.517969
11.062,-0.486647
11.064,-0.452872
11.066,-0.416813
11.068,-0.378654
11.07,-0.338586
11.072,-0.296812
11.074,-0.253542
11.076,-0.208996
11.078,-0.163397
11.08,-0.116978
11.082,-0.0699707
11.084,-0.0226146
11.086,0.0248514
11.088,0.0721872
11.09,0.119153
11.092,0.165512
11.094,0.211029
11.096,0.255474
11.098,0.298621
11.1,0.340252
11.102,0.380156
11.104,0.418131
11.106,0.453985
11.108,0.487535
11.11,0.518611
11.112,0.547057
11.114,0.572726
11.116,0.59549
11.118,0.615232
11.12,0.631852
11.122,0.645266
11.124,0.655405
11.126,0.662217
11.128,0.665669
11.13,0.665741
11.132,0.662433
11.134,0.655763
11.136,0.645762
11.138,0.632483
11.14,0.615993
11.142,0.596374
11.144,0.573726
11.146,0.548165
11.148,0.519819
11.15,0.488834
11.152,0.455365
11.154,0.419584
11.156,0.381672
11.158,0.341821
11.16,0.300235
11.162,0.257125
11.164,0.212711
11.166,0.167218
11.168,0.120877
11.17,0.0739256
11.172,0.026602
11.174,-0.0208525
11.176,-0.0681963
11.178,-0.115188
11.18,-0.161588
11.182,-0.20716
11.184,-0.251671
11.186,-0.294894
11.188,-0.336609
11.19,-0.376603
11.192,-0.414671
11.194,-0.45062
11.196,-0.484265
11.198,-0.515435
11.2,-0.54397
11.202,-0.569725
11.204,-0.592567
11.206,-0.61238
11.208,-0.629062
11.21,-0.642528
11.212,-0.652709
11.214,-0.659552
11.216,-0.663023
11.218,-0.663103
11.22,-0.659791
11.222,-0.653105
11.224,-0.643078
11.226,-0.629762
11.228,-0.613224
11.23,-0.593548
11.232,-0.570836
