Time - Fc (N,Amplitude - Fc (N
14.804,-0.539282
14.806,-0.548486
14.808,-0.55397
14.81,-0.555699
14.812,-0.55366
14.814,-0.547867
14.816,-0.538359
14.818,-0.525201
14.82,-0.508482
14.822,-0.488316
14.824,-0.464839
14.826,-0.438211
14.828,-0.408612
14.83,-0.376244
14.832,-0.341325
14.834,-0.304094
14.836,-0.264803
14.838,-0.223718
14.84,-0.18112
14.842,-0.137298
14.844,-0.092548
14.846,-0.0471759
14.848,-0.00148965
14.85,0.0442002
14.852,0.0895829
14.854,0.13435
14.856,0.178197
14.858,0.220825
14.86,0.261945
14.862,0.301276
14.864,0.338552
14.866,0.373518
14.868,0.405936
14.87,0.435585
14.872,0.462265
14.874,0.485792
14.876,0.506006
14.878,0.522771
14.88,0.535972
14.882,0.545518
14.884,0.551345
14.886,0.553412
14.888,0.551707
14.89,0.54624
14.892,0.537049
14.894,0.524196
14.896,0.507769
14.898,0.487881
14.9,0.464666
14.902,0.438284
14.904,0.408913
14.906,0.376756
14.908,0.342031
14.91,0.304976
14.912,0.265843
14.914,0.2249
14.916,0.182426
14.918,0.138713
14.92,0.0940572
14.922,0.0487654
14.924,0.00314693
14.926,-0.0424865
14.928,-0.0878229
14.93,-0.132552
14.932,-0.176368
14.934,-0.218972
14.936,-0.260071
14.938,-0.299385
14.94,-0.336644
14.942,-0.371594
14.944,-0.403995
14.946,-0.433625
14.948,-0.460282
14.95,-0.483783
14.952,-0.503967
14.954,-0.520696
14.956,-0.533855
14.958,-0.543353
14.96,-0.549127
14.962,-0.551136
14.964,-0.549366
14.966,-0.54383
14.968,-0.534566
14.97,-0.521636
14.972,-0.505131
14.974,-0.485162
14.976,-0.461868
14.978,-0.435408
14.98,-0.405963
14.982,-0.373735
14.984,-0.338947
14.986,-0.301836
14.988,-0.262658
14.99,-0.221681
14.992,-0.179188
14.994,-0.13547
14.996,-0.0908273
14.998,-0.045567
15,0
15.002,0.0455603
15.004,0.0908008
15.006,0.13541
15.008,0.179082
15.01,0.221516
15.012,0.262419
15.014,0.301511
15.016,0.338523
15.018,0.373199
15.02,0.405302
15.022,0.434609
15.024,0.46092
15.026,0.484053
15.028,0.503849
15.03,0.520171
15.032,0.532907
15.034,0.54197
15.036,0.547296
15.038,0.54885
15.04,0.54662
15.042,0.540621
15.044,0.530896
15.046,0.517511
15.048,0.500558
15.05,0.480155
15.052,0.456442
15.054,0.429584
15.056,0.399764
15.058,0.367189
15.06,0.332085
15.062,0.294692
15.064,0.255271
15.066,0.214092
15.068,0.17144
15.07,0.12761
15.072,0.082905
15.074,0.0376336
15.076,-0.00789133
15.078,-0.053355
15.08,-0.0984431
15.082,-0.142844
15.084,-0.186251
15.086,-0.228363
15.088,-0.268889
15.09,-0.307549
15.092,-0.344075
15.094,-0.378215
15.096,-0.409732
15.098,-0.438408
15.1,-0.464044
15.102,-0.486464
15.104,-0.505511
15.106,-0.521054
15.108,-0.532986
15.11,-0.541223
15.112,-0.545708
15.114,-0.546411
15.116,-0.543326
15.118,-0.536475
15.12,-0.525906
15.122,-0.511691
15.124,-0.49393
15.126,-0.472745
15.128,-0.448284
15.13,-0.420716
15.132,-0.390233
15.134,-0.357045
15.136,-0.321384
15.138,-0.283498
15.14,-0.243648
15.142,-0.202112
15.144,-0.159179
15.146,-0.115146
15.148,-0.07032
15.15,-0.0250118
15.152,0.0204635
15.154,0.0657898
15.156,0.110652
15.158,0.154739
15.16,0.197742
15.162,0.239365
15.164,0.279316
15.166,0.317318
15.168,0.353107
15.17,0.386434
15.172,0.417066
15.174,0.444791
15.176,0.469415
15.178,0.490767
15.18,0.508699
15.182,0.523085
15.184,0.533825
15.186,0.540845
15.188,0.544096
15.19,0.543554
15.192,0.539225
15.194,0.531137
15.196,0.519347
15.198,0.503938
15.2,0.485018
15.202,0.462717
15.204,0.437191
15.206,0.40862
15.208,0.377201
15.21,0.343155
15.212,0.306719
15.214,0.268147
15.216,0.227709
15.218,0.185687
15.22,0.142374
15.222,0.0980733
15.224,0.0530941
15.226,0.0077506
15.228,-0.0376403
15.23,-0.0827614
15.232,-0.127297
15.234,-0.170937
15.236,-0.213374
15.238,-0.254314
15.24,-0.293468
15.242,-0.330564
15.244,-0.365342
15.246,-0.397559
15.248,-0.426989
15.25,-0.453425
15.252,-0.476685
15.254,-0.496603
15.256,-0.513042
15.258,-0.525885
15.26,-0.535043
15.262,-0.540452
15.264,-0.542074
15.266,-0.539897
15.268,-0.533937
15.27,-0.524236
15.272,-0.510861
15.274,-0.493907
15.276,-0.473492
15.278,-0.44976
15.28,-0.422877
15.282,-0.393031
15.284,-0.360432
15.286,-0.325309
15.288,-0.287909
15.29,-0.248493
15.292,-0.207338
15.294,-0.164734
15.296,-0.12098
15.298,-0.0763825
15.3,-0.0312553
15.302,0.0140848
15.304,0.059319
15.306,0.10413
15.308,0.148202
15.31,0.191226
15.312,0.232899
15.314,0.272928
15.316,0.311032
15.318,0.346942
15.32,0.380407
15.322,0.411191
15.324,0.439077
15.326,0.463869
15.328,0.485392
15.33,0.503495
15.332,0.518051
15.334,0.528957
15.336,0.536137
15.338,0.539539
15.34,0.53914
15.342,0.534943
15.344,0.526977
15.346,0.515298
15.348,0.49999
15.35,0.481159
15.352,0.458939
15.354,0.433485
15.356,0.404979
15.358,0.373621
15.36,0.339631
15.362,0.303251
15.364,0.264736
15.366,0.224359
15.368,0.182404
15.37,0.139168
15.372,0.0949558
15.374,0.0500797
15.376,0.00485683
15.378,-0.0403936
15.38,-0.0853517
15.382,-0.1297
15.384,-0.173125
15.386,-0.21532
15.388,-0.255987
15.39,-0.294838
15.392,-0.331598
15.394,-0.366008
15.396,-0.397823
15.398,-0.426821
15.4,-0.452794
15.402,-0.475559
15.404,-0.494956
15.406,-0.510846
15.408,-0.523118
15.41,-0.531685
15.412,-0.536486
15.414,-0.537487
15.416,-0.53468
15.418,-0.528087
15.42,-0.517753
15.422,-0.503753
15.424,-0.486184
15.426,-0.465172
15.428,-0.440866
15.43,-0.413438
15.432,-0.383082
15.434,-0.350015
15.436,-0.314469
15.438,-0.276699
15.44,-0.236971
15.442,-0.195567
15.444,-0.152782
15.446,-0.108919
15.448,-0.0642894
15.45,-0.0192102
15.452,0.0259986
15.454,0.0710159
15.456,0.115522
15.458,0.1592
15.46,0.201741
15.462,0.242842
15.464,0.28221
15.466,0.319567
15.468,0.354646
15.47,0.387198
15.472,0.416992
15.474,0.443815
15.476,0.467478
15.478,0.487811
15.48,0.50467
15.482,0.517936
15.484,0.527513
15.486,0.533333
15.488,0.535356
15.49,0.533566
15.492,0.527978
15.494,0.518629
15.496,0.505588
15.498,0.488947
15.5,0.468824
15.502,0.445363
15.504,0.418732
15.506,0.38912
15.508,0.356738
15.51,0.321818
15.512,0.284608
15.514,0.245373
15.516,0.204395
15.518,0.161964
15.52,0.118384
15.522,0.0739658
15.524,0.0290265
15.526,-0.016113
15.528,-0.0611306
15.53,-0.105705
15.532,-0.149517
15.534,-0.192255
15.536,-0.233613
15.538,-0.273295
15.54,-0.311018
15.542,-0.346513
15.544,-0.379526
15.546,-0.40982
15.548,-0.43718
15.55,-0.461409
15.552,-0.482334
15.554,-0.499807
15.556,-0.513701
15.558,-0.523917
15.56,-0.530383
15.562,-0.533052
15.564,-0.531904
15.566,-0.52695
15.568,-0.518223
15.57,-0.505786
15.572,-0.489729
15.574,-0.470166
15.576,-0.447238
15.578,-0.421109
15.58,-0.391967
15.582,-0.360019
15.584,-0.325496
15.586,-0.288645
15.588,-0.24973
15.59,-0.20903
15.592,-0.166837
15.594,-0.123453
15.596,-0.0791912
15.598,-0.0343676
15.6,0.0106958
15.602,0.0556754
15.604,0.100248
15.606,0.144095
15.608,0.1869
15.61,0.228356
15.612,0.268165
15.614,0.306042
15.616,0.341715
15.618,0.374926
15.62,0.405438
15.622,0.433031
15.624,0.457507
15.626,0.47869
15.628,0.496428
15.63,0.510593
15.632,0.521083
15.634,0.527823
15.636,0.530764
15.638,0.529885
15.64,0.525194
15.642,0.516723
15.644,0.504533
15.646,0.488713
15.648,0.469376
15.65,0.446661
15.652,0.420733
15.654,0.391778
15.656,0.360005
15.658,0.325643
15.66,0.288939
15.662,0.250158
15.664,0.20958
15.666,0.167497
15.668,0.124212
15.67,0.080039
15.672,0.0352951
15.674,-0.00969638
15.676,-0.0546109
15.678,-0.0991244
15.68,-0.142916
15.682,-0.185668
15.684,-0.227074
15.686,-0.266834
15.688,-0.30466
15.69,-0.340281
15.692,-0.373438
15.694,-0.403891
15.696,-0.431422
15.698,-0.455831
15.7,-0.476942
15.702,-0.494601
15.704,-0.508683
15.706,-0.519084
15.708,-0.525729
15.71,-0.528572
15.712,-0.52759
15.714,-0.522791
15.716,-0.514211
15.718,-0.501911
15.72,-0.48598
15.722,-0.466533
15.724,-0.443713
15.726,-0.417682
15.728,-0.388632
15.73,-0.35677
15.732,-0.32233
15.734,-0.28556
15.736,-0.246726
15.738,-0.20611
15.74,-0.164007
15.742,-0.120722
15.744,-0.076568
15.746,-0.0318658
15.748,0.0130604
15.75,0.0578848
15.752,0.102282
15.754,0.145931
15.756,0.188514
15.758,0.229722
15.76,0.269256
15.762,0.306829
15.764,0.342169
15.766,0.375018
15.768,0.405139
15.77,0.432313
15.772,0.456342
15.774,0.477051
15.776,0.494291
15.778,0.507936
15.78,0.517887
15.782,0.524072
15.784,0.526445
15.786,0.52499
15.788,0.519717
15.79,0.510664
15.792,0.497898
15.794,0.481512
15.796,0.461624
15.798,0.43838
15.8,0.411949
15.802,0.382523
15.804,0.350316
15.806,0.315564
15.808,0.278519
15.81,0.239451
15.812,0.198645
15.814,0.156398
15.816,0.113018
15.818,0.0688213
15.82,0.0241298
15.822,-0.0207306
15.824,-0.0654327
15.826,-0.109651
15.828,-0.153062
15.83,-0.19535
15.832,-0.236206
15.834,-0.275332
15.836,-0.312443
15.838,-0.347267
15.84,-0.379552
15.842,-0.40906
15.844,-0.435577
15.846,-0.458909
15.848,-0.478886
15.85,-0.495362
15.852,-0.508216
15.854,-0.517354
15.856,-0.522711
15.858,-0.524247
15.86,-0.52195
15.862,-0.515838
15.864,-0.505955
15.866,-0.492374
15.868,-0.475193
15.87,-0.45454
15.872,-0.430565
15.874,-0.403443
15.876,-0.373373
15.878,-0.340575
15.88,-0.305289
15.882,-0.267774
15.884,-0.228304
15.886,-0.187169
15.888,-0.144669
15.89,-0.101117
15.892,-0.0568302
15.894,-0.0121343
15.896,0.0326433
15.898,0.0771746
15.9,0.121133
15.902,0.164197
15.904,0.206049
15.906,0.246384
15.908,0.284906
15.91,0.321331
15.912,0.355393
15.914,0.386842
15.916,0.415447
15.918,0.440999
15.92,0.463309
15.922,0.482214
15.924,0.497576
15.926,0.509281
15.928,0.517243
15.93,0.521405
15.932,0.521736
15.934,0.518232
15.936,0.510921
15.938,0.499856
15.94,0.485119
15.942,0.466817
15.944,0.445085
15.946,0.420084
15.948,0.391997
15.95,0.361031
15.952,0.327414
15.954,0.291393
15.956,0.253234
15.958,0.213217
15.96,0.171636
15.962,0.128799
15.964,0.0850199
15.966,0.0406218
15.968,-0.00406826
15.97,-0.0487212
15.972,-0.0930081
15.974,-0.136603
15.976,-0.179183
15.978,-0.220437
15.98,-0.260058
15.982,-0.297756
15.984,-0.333253
15.986,-0.366286
15.988,-0.396612
15.99,-0.424007
15.992,-0.44827
15.994,-0.469222
15.996,-0.486707
15.998,-0.500597
16,-0.510789
16.002,-0.517209
16.004,-0.519809
16.006,-0.518569
16.008,-0.513499
16.01,-0.504637
16.012,-0.492048
16.014,-0.475825
16.016,-0.456089
16.018,-0.432984
16.02,-0.406683
16.022,-0.377378
16.024,-0.345289
16.026,-0.31065
16.028,-0.27372
16.03,-0.234771
16.032,-0.194091
16.034,-0.151982
16.036,-0.108754
16.038,-0.0647287
16.04,-0.0202312
16.042,0.0244089
16.044,0.0688611
16.046,0.112796
16.048,0.155889
16.05,0.197819
16.052,0.238278
16.054,0.276964
16.056,0.313591
16.058,0.347888
16.06,0.379601
16.062,0.408494
16.064,0.434353
16.066,0.456987
16.068,0.476228
16.07,0.491933
16.072,0.503986
16.074,0.512297
16.076,0.516804
16.078,0.517475
16.08,0.514305
16.082,0.507317
16.084,0.496562
16.086,0.482122
16.088,0.464103
16.09,0.442639
16.092,0.41789
16.094,0.39004
16.096,0.359296
16.098,0.325886
16.1,0.29006
16.102,0.252082
16.104,0.212236
16.106,0.170818
16.108,0.128137
16.11,0.0845087
16.112,0.0402591
16.114,-0.00428281
16.116,-0.0487856
16.118,-0.0929181
16.12,-0.136352
16.122,-0.178763
16.124,-0.219836
16.126,-0.259266
16.128,-0.296758
16.13,-0.332033
16.132,-0.364829
16.134,-0.3949
16.136,-0.422024
16.138,-0.445998
16.14,-0.466644
16.142,-0.483806
16.144,-0.497359
16.146,-0.5072
16.148,-0.513256
16.15,-0.515483
16.152,-0.513863
16.154,-0.508409
16.156,-0.499162
16.158,-0.486191
16.16,-0.469592
16.162,-0.44949
16.164,-0.426035
16.166,-0.399403
16.168,-0.369791
16.17,-0.337422
16.172,-0.302537
16.174,-0.265397
16.176,-0.22628
16.178,-0.185477
16.18,-0.143296
16.182,-0.100049
16.184,-0.0560618
16.186,-0.0116623
16.188,0.0328171
16.19,0.0770438
16.192,0.120687
16.194,0.16342
16.196,0.204922
16.198,0.244885
16.2,0.283007
16.202,0.319004
16.204,0.352607
16.206,0.383564
16.208,0.411643
16.21,0.436633
16.212,0.458348
16.214,0.476625
16.216,0.491327
16.218,0.502344
16.22,0.509594
16.222,0.513022
16.224,0.512602
16.226,0.508338
16.228,0.500263
16.23,0.488435
16.232,0.472946
16.234,0.45391
16.236,0.431471
16.238,0.405797
16.24,0.377081
16.242,0.345538
16.244,0.311407
16.246,0.274942
16.248,0.236419
16.25,0.196125
16.252,0.154365
16.254,0.111452
16.256,0.0677084
16.258,0.023463
16.26,-0.0209514
16.262,-0.0652009
16.264,-0.108953
16.266,-0.151878
16.268,-0.193654
16.27,-0.233967
16.272,-0.272512
16.274,-0.309001
16.276,-0.343158
16.278,-0.374727
16.28,-0.40347
16.282,-0.42917
16.284,-0.451635
16.286,-0.470695
16.288,-0.486206
16.29,-0.498053
16.292,-0.506145
16.294,-0.510422
16.296,-0.510852
16.298,-0.507432
16.3,-0.500187
16.302,-0.489172
16.304,-0.474471
16.306,-0.456194
16.308,-0.434479
16.31,-0.409491
16.312,-0.381417
16.314,-0.35047
16.316,-0.316884
16.318,-0.280911
16.32,-0.242824
16.322,-0.20291
16.324,-0.16147
16.326,-0.118818
16.328,-0.0752759
16.33,-0.0311721
16.332,0.0131598
16.334,0.0573849
16.336,0.101169
16.338,0.144181
16.34,0.186096
16.342,0.226598
16.344,0.265379
16.346,0.302147
16.348,0.336624
16.35,0.368548
16.352,0.397679
16.354,0.423797
16.356,0.446703
16.358,0.466224
16.36,0.482213
16.362,0.494549
16.364,0.503138
16.366,0.507916
16.368,0.508846
16.37,0.505921
16.372,0.499165
16.374,0.488627
16.376,0.474389
16.378,0.456557
16.38,0.435268
16.382,0.410682
16.384,0.382987
16.386,0.352392
16.388,0.31913
16.39,0.283452
16.392,0.245631
16.394,0.205951
16.396,0.164716
16.398,0.122237
16.4,0.0788381
16.402,0.0348476
16.404,-0.0094002
16.406,-0.0535692
16.408,-0.097324
16.41,-0.140332
16.412,-0.182267
16.414,-0.22281
16.416,-0.261653
16.418,-0.298502
16.42,-0.333075
16.422,-0.36511
16.424,-0.394364
16.426,-0.420614
16.428,-0.443661
16.43,-0.46333
16.432,-0.47947
16.434,-0.49196
16.436,-0.500705
16.438,-0.505637
16.44,-0.50672
16.442,-0.503945
16.444,-0.497334
16.446,-0.486937
16.448,-0.472833
16.45,-0.455131
16.452,-0.433964
16.454,-0.409494
16.456,-0.381909
16.458,-0.351417
16.46,-0.318252
16.462,-0.282667
16.464,-0.244932
16.466,-0.205336
16.468,-0.164181
16.47,-0.121781
16.472,-0.0784587
16.474,-0.0345452
16.476,0.00962455
16.478,0.0537134
16.48,0.0973848
16.482,0.140306
16.484,0.182148
16.486,0.222592
16.488,0.26133
16.49,0.298065
16.492,0.332517
16.494,0.364423
16.496,0.393539
16.498,0.419643
16.5,0.442535
16.502,0.46204
16.504,0.47801
16.506,0.490322
16.508,0.498882
16.51,0.503625
16.512,0.504515
16.514,0.501545
16.516,0.494739
16.518,0.484147
16.52,0.469851
16.522,0.451962
16.524,0.430615
16.526,0.405975
16.528,0.37823
16.53,0.347593
16.532,0.314299
16.534,0.278603
16.536,0.240778
16.538,0.201114
16.54,0.159915
16.542,0.117498
16.544,0.0741875
16.546,0.0303153
16.548,-0.013782
16.55,-0.0577661
16.552,-0.1013
16.554,-0.144049
16.556,-0.185685
16.558,-0.22589
16.56,-0.264354
16.562,-0.300782
16.564,-0.334896
16.566,-0.366432
16.568,-0.395149
16.57,-0.420826
16.572,-0.443267
16.574,-0.462299
16.576,-0.477775
16.578,-0.489578
16.58,-0.497616
16.582,-0.501828
16.584,-0.502181
16.586,-0.498674
16.588,-0.491332
16.59,-0.480213
16.592,-0.465403
16.594,-0.447015
16.596,-0.42519
16.598,-0.400098
16.6,-0.371931
16.602,-0.340906
16.604,-0.307262
16.606,-0.271258
16.608,-0.233172
16.61,-0.193296
16.612,-0.151939
16.614,-0.109418
16.616,-0.0660611
16.618,-0.0222029
16.62,0.021819
16.622,0.0656652
16.624,0.108998
16.626,0.151482
16.628,0.192792
16.63,0.232608
16.632,0.270623
16.634,0.306543
16.636,0.340093
16.638,0.371013
16.64,0.399064
16.642,0.424031
16.644,0.44572
16.646,0.463965
16.648,0.478624
16.65,0.489585
16.652,0.496762
16.654,0.500101
16.656,0.499576
16.658,0.495191
16.66,0.48698
16.662,0.475007
16.664,0.459365
16.666,0.440173
16.668,0.417582
16.67,0.391766
16.672,0.362924
16.674,0.33128
16.676,0.297078
16.678,0.260584
16.68,0.22208
16.682,0.181863
16.684,0.140246
16.686,0.0975504
16.688,0.0541068
16.69,0.0102516
16.692,-0.0336754
16.694,-0.077334
16.696,-0.120386
16.698,-0.162498
16.7,-0.203343
16.702,-0.242606
16.704,-0.279981
16.706,-0.31518
16.708,-0.347929
16.71,-0.377974
16.712,-0.405083
16.714,-0.429046
16.716,-0.449676
16.718,-0.466814
16.72,-0.480327
16.722,-0.490109
16.724,-0.496087
16.726,-0.498212
16.728,-0.496469
16.73,-0.490871
16.732,-0.481463
16.734,-0.468316
16.736,-0.451534
16.738,-0.431247
16.74,-0.407613
16.742,-0.380815
16.744,-0.351062
16.746,-0.318585
16.748,-0.283638
16.75,-0.246491
16.752,-0.207433
16.754,-0.166769
16.756,-0.124815
16.758,-0.0818972
16.76,-0.0383496
16.762,0.00548897
16.764,0.0492772
16.766,0.0926743
16.768,0.135342
16.77,0.176949
16.772,0.217171
16.774,0.255695
16.776,0.29222
16.778,0.326462
16.78,0.358155
16.782,0.387052
16.784,0.412927
16.786,0.435579
16.788,0.454832
16.79,0.470535
16.792,0.482566
16.794,0.490832
16.796,0.495268
16.798,0.49584
16.8,0.492544
16.802,0.485404
16.804,0.474478
16.806,0.45985
16.808,0.441635
16.81,0.419976
16.812,0.395041
16.814,0.367025
16.816,0.336147
16.818,0.302649
16.82,0.266793
16.822,0.228858
16.824,0.189141
16.826,0.147953
16.828,0.105616
16.83,0.0624599
16.832,0.0188233
16.834,-0.0249529
16.836,-0.0685263
16.838,-0.111556
16.84,-0.153706
16.842,-0.194645
16.844,-0.234054
16.846,-0.271625
16.848,-0.307063
16.85,-0.340091
16.852,-0.37045
16.854,-0.397903
16.856,-0.422235
16.858,-0.443256
16.86,-0.4608
16.862,-0.474731
16.864,-0.48494
16.866,-0.491347
16.868,-0.493901
16.87,-0.492582
16.872,-0.487402
16.874,-0.478402
16.876,-0.465651
16.878,-0.449249
16.88,-0.429327
16.882,-0.40604
16.884,-0.37957
16.886,-0.350127
16.888,-0.317941
16.89,-0.283265
16.892,-0.24637
16.894,-0.207548
16.896,-0.167103
16.898,-0.125352
16.9,-0.0826242
16.902,-0.0392546
16.904,0.00441581
16.906,0.0480439
16.908,0.0912866
16.91,0.133804
16.912,0.175262
16.914,0.215335
16.916,0.253708
16.918,0.290078
16.92,0.324161
16.922,0.355687
16.924,0.384409
16.926,0.410101
16.928,0.432561
16.93,0.451612
16.932,0.467105
16.934,0.478917
16.936,0.486956
16.938,0.491159
16.94,0.491492
16.942,0.487953
16.944,0.480571
16.946,0.469403
16.948,0.454538
16.95,0.436093
16.952,0.414213
16.954,0.389071
16.956,0.360866
16.958,0.32982
16.96,0.296179
16.962,0.260207
16.964,0.222188
16.966,0.182423
16.968,0.141225
16.97,0.09892
16.972,0.0558416
16.974,0.0123299
16.976,-0.0312714
16.978,-0.0746181
16.98,-0.117368
16.982,-0.159183
16.984,-0.199733
16.986,-0.238698
16.988,-0.275769
16.99,-0.310655
16.992,-0.343079
16.994,-0.372784
16.996,-0.399538
16.998,-0.423127
17,-0.443365
17.002,-0.460093
17.004,-0.473179
17.006,-0.482518
17.008,-0.488037
17.01,-0.489694
17.012,-0.487474
17.014,-0.481395
17.016,-0.471506
17.018,-0.457885
17.02,-0.440641
17.022,-0.41991
17.024,-0.395855
17.026,-0.368669
17.028,-0.338567
17.03,-0.305787
17.032,-0.270589
17.034,-0.233253
17.036,-0.194073
17.038,-0.153362
17.04,-0.111442
17.042,-0.0686461
17.044,-0.0253129
17.046,0.0182134
17.048,0.0615875
17.05,0.104465
17.052,0.146506
17.054,0.187377
17.056,0.226752
17.058,0.264321
17.06,0.299783
17.062,0.332859
17.064,0.363284
17.066,0.390819
17.068,0.415243
17.07,0.436363
17.072,0.454012
17.074,0.468049
17.076,0.478362
17.078,0.484871
17.08,0.487523
17.082,0.486297
17.084,0.481204
17.086,0.472283
17.088,0.459607
17.09,0.443276
17.092,0.42342
17.094,0.400198
17.096,0.373795
17.098,0.34442
17.1,0.312308
17.102,0.277714
17.104,0.240916
17.106,0.202204
17.108,0.161889
17.11,0.120291
17.112,0.0777417
17.114,0.0345806
17.116,-0.00884837
17.118,-0.052199
17.12,-0.0951257
17.122,-0.137286
17.124,-0.178344
17.126,-0.217972
17.128,-0.255854
17.13,-0.291688
17.132,-0.325188
17.134,-0.356087
17.136,-0.384138
17.138,-0.409118
17.14,-0.430827
17.142,-0.449091
17.144,-0.463766
17.146,-0.474734
17.148,-0.481908
17.15,-0.485231
17.152,-0.484676
17.154,-0.480247
17.156,-0.471981
17.158,-0.459944
17.16,-0.444232
17.162,-0.424971
17.164,-0.402315
17.166,-0.376445
17.168,-0.347569
17.17,-0.315917
17.172,-0.281743
17.174,-0.245321
17.176,-0.206943
17.178,-0.166914
17.18,-0.125557
17.182,-0.0832019
17.184,-0.0401882
17.186,0.00313962
17.188,0.0464345
17.19,0.0893495
17.192,0.131541
17.194,0.172671
17.196,0.212409
17.198,0.250438
17.2,0.286453
17.202,0.320164
17.204,0.351302
17.206,0.379617
17.208,0.404883
17.21,0.426896
17.212,0.44548
17.214,0.460486
17.216,0.471795
17.218,0.479314
17.22,0.482985
17.222,0.482778
17.224,0.478695
17.226,0.470768
17.228,0.459062
17.23,0.44367
17.232,0.424718
17.234,0.402356
17.236,0.376765
17.238,0.348151
17.24,0.316743
17.242,0.282795
17.244,0.24658
17.246,0.208388
17.248,0.168528
17.25,0.127319
17.252,0.0850932
17.254,0.0421907
17.256,-0.00104346
17.258,-0.0442614
17.26,-0.0871152
17.262,-0.12926
17.264,-0.170356
17.266,-0.210074
17.268,-0.248092
17.27,-0.284105
17.272,-0.317824
17.274,-0.348975
17.276,-0.37731
17.278,-0.402598
17.28,-0.424638
17.282,-0.44325
17.284,-0.458286
17.286,-0.469624
17.288,-0.477173
17.29,-0.480873
17.292,-0.480693
17.294,-0.476635
17.296,-0.468733
17.298,-0.457049
17.3,-0.44168
17.302,-0.422748
17.304,-0.400407
17.306,-0.374838
17.308,-0.346246
17.31,-0.314864
17.312,-0.280944
17.314,-0.244761
17.316,-0.206607
17.318,-0.166791
17.32,-0.125635
17.322,-0.08347
17.324,-0.0406385
17.326,0.00251377
17.328,0.0456378
17.33,0.0883849
17.332,0.130409
17.334,0.171371
17.336,0.210939
17.338,0.248793
17.34,0.284627
17.342,0.318151
17.344,0.349094
17.346,0.377205
17.348,0.402257
17.35,0.424047
17.352,0.442399
17.354,0.457165
17.356,0.468224
17.358,0.475488
17.36,0.478898
17.362,0.478427
17.364,0.474078
17.366,0.465887
17.368,0.45392
17.37,0.438275
17.372,0.419079
17.374,0.396488
17.376,0.370684
17.378,0.341878
17.38,0.310304
17.382,0.276218
17.384,0.239896
17.386,0.201633
17.388,0.161741
17.39,0.120543
17.392,0.0783735
17.394,0.0355754
17.396,-0.00750373
17.398,-0.050514
17.4,-0.0931059
17.402,-0.134933
17.404,-0.175657
17.406,-0.214945
17.408,-0.252478
17.41,-0.287952
17.412,-0.321079
17.414,-0.351588
17.416,-0.379231
17.418,-0.403786
17.42,-0.42505
17.422,-0.442852
17.424,-0.457048
17.426,-0.467521
17.428,-0.474186
17.43,-0.47699
17.432,-0.47591
17.434,-0.470955
17.436,-0.462166
17.438,-0.449613
17.44,-0.433401
17.442,-0.41366
17.444,-0.390552
17.446,-0.364266
17.448,-0.335016
17.45,-0.30304
17.452,-0.268599
17.454,-0.231975
17.456,-0.193466
17.458,-0.153386
17.46,-0.112063
17.462,-0.0698323
17.464,-0.0270402
17.466,0.0159647
17.468,0.0588313
17.47,0.10121
17.472,0.142754
17.474,0.183125
17.476,0.221993
17.478,0.259041
17.48,0.293967
17.482,0.326484
17.484,0.356328
17.486,0.383255
17.488,0.407045
17.49,0.427503
17.492,0.444463
17.494,0.457786
17.496,0.467363
17.498,0.473117
17.5,0.475
17.502,0.472997
17.504,0.467125
17.506,0.457432
17.508,0.443998
17.51,0.426932
17.512,0.406375
17.514,0.382495
17.516,0.355487
17.518,0.325574
17.52,0.293
17.522,0.258032
17.524,0.220957
17.526,0.182078
17.528,0.141715
17.53,0.100198
17.532,0.0578675
17.534,0.0150705
17.536,-0.0278421
17.538,-0.0705185
17.54,-0.112609
17.542,-0.153767
17.544,-0.193657
17.546,-0.23195
17.548,-0.268333
17.55,-0.302507
17.552,-0.334193
17.554,-0.363129
17.556,-0.389078
17.558,-0.411829
17.56,-0.431193
17.562,-0.447012
17.564,-0.459157
17.566,-0.467528
17.568,-0.472055
17.57,-0.472704
17.572,-0.469467
17.574,-0.462372
17.576,-0.451478
17.578,-0.436874
17.58,-0.41868
17.582,-0.397047
17.584,-0.372153
17.586,-0.344201
17.588,-0.313424
17.59,-0.280073
17.592,-0.244424
17.594,-0.20677
17.596,-0.167421
17.598,-0.126701
17.6,-0.0849457
17.602,-0.0424987
17.604,0.000290324
17.606,0.0430689
17.608,0.0854847
17.61,0.127188
17.612,0.167836
17.614,0.207093
17.616,0.244635
17.618,0.280154
17.62,0.313357
17.622,0.343969
17.624,0.371739
17.626,0.396438
17.628,0.417862
17.63,0.435835
17.632,0.450209
17.634,0.460864
17.636,0.467714
17.638,0.470703
17.64,0.469804
17.642,0.465028
17.644,0.456412
17.646,0.444028
17.648,0.427979
17.65,0.408398
17.652,0.385446
17.654,0.359314
17.656,0.330217
17.658,0.298397
17.66,0.264116
17.662,0.227657
17.664,0.189324
17.666,0.149432
17.668,0.108312
17.67,0.066303
17.672,0.023754
17.674,-0.0189836
17.676,-0.0615559
17.678,-0.103611
17.68,-0.1448
17.682,-0.184783
17.684,-0.223228
17.686,-0.259818
17.688,-0.294249
17.69,-0.326236
17.692,-0.355515
17.694,-0.381842
17.696,-0.405001
17.698,-0.424799
17.7,-0.441073
17.702,-0.453687
17.704,-0.462538
17.706,-0.467552
17.708,-0.468688
17.71,-0.465936
17.712,-0.45932
